time,soilmoist1_day_livneh_vic
1951-06-14 00:00:00+00:00,11.555994
1951-06-15 00:00:00+00:00,11.477533
1951-06-16 00:00:00+00:00,11.416715
1951-06-17 00:00:00+00:00,11.376171
1951-06-18 00:00:00+00:00,11.321499
1951-06-19 00:00:00+00:00,11.386685
1951-06-20 00:00:00+00:00,11.535584
1951-06-21 00:00:00+00:00,12.00643
1951-06-22 00:00:00+00:00,11.911563
1951-06-23 00:00:00+00:00,11.92753
1951-06-24 00:00:00+00:00,11.849173
1951-06-25 00:00:00+00:00,11.942782
1951-06-26 00:00:00+00:00,11.823594
1951-06-27 00:00:00+00:00,11.694968
1951-06-28 00:00:00+00:00,11.567679
1951-06-29 00:00:00+00:00,11.4526
1951-06-30 00:00:00+00:00,11.352685
1951-07-01 00:00:00+00:00,11.264564
1951-07-02 00:00:00+00:00,11.200605
1951-07-03 00:00:00+00:00,11.13751
1951-07-04 00:00:00+00:00,11.083412
1951-07-05 00:00:00+00:00,11.036024
1951-07-06 00:00:00+00:00,10.990267
1951-07-07 00:00:00+00:00,10.941733
1951-07-08 00:00:00+00:00,10.899641
1951-07-09 00:00:00+00:00,10.863476
1951-07-10 00:00:00+00:00,10.833354
1951-07-11 00:00:00+00:00,10.80626
1951-07-12 00:00:00+00:00,10.782704
1951-07-13 00:00:00+00:00,10.762052
1951-07-14 00:00:00+00:00,10.745869
1951-07-15 00:00:00+00:00,10.742136
1951-07-16 00:00:00+00:00,10.7728815
1951-07-17 00:00:00+00:00,10.797991
1951-07-18 00:00:00+00:00,11.021909
1951-07-19 00:00:00+00:00,11.160328
1951-07-20 00:00:00+00:00,11.427007
1951-07-21 00:00:00+00:00,11.339802
1951-07-22 00:00:00+00:00,11.25412
1951-07-23 00:00:00+00:00,11.181537
1951-07-24 00:00:00+00:00,11.226293
1951-07-25 00:00:00+00:00,11.247088
1951-07-26 00:00:00+00:00,11.793603
1951-07-27 00:00:00+00:00,11.787187
1951-07-28 00:00:00+00:00,12.186959
1951-07-29 00:00:00+00:00,12.158279
1951-07-30 00:00:00+00:00,12.014635
1951-07-31 00:00:00+00:00,11.903108
1951-08-01 00:00:00+00:00,11.808735
1951-08-02 00:00:00+00:00,12.112815
1951-08-03 00:00:00+00:00,12.160053
1951-08-04 00:00:00+00:00,11.999838
1951-08-05 00:00:00+00:00,11.865834
1951-08-06 00:00:00+00:00,11.773121
1951-08-07 00:00:00+00:00,11.660218
1951-08-08 00:00:00+00:00,11.552177
1951-08-09 00:00:00+00:00,11.450561
1951-08-10 00:00:00+00:00,11.358631
1951-08-11 00:00:00+00:00,11.272591
1951-08-12 00:00:00+00:00,11.201596
1951-08-13 00:00:00+00:00,11.142688
1951-08-14 00:00:00+00:00,11.092544
1951-08-15 00:00:00+00:00,11.040867
1951-08-16 00:00:00+00:00,10.997098
1951-08-17 00:00:00+00:00,10.962088
1951-08-18 00:00:00+00:00,11.028967
1951-08-19 00:00:00+00:00,11.155771
1951-08-20 00:00:00+00:00,11.421447
1951-08-21 00:00:00+00:00,11.712156
1951-08-22 00:00:00+00:00,11.898181
1951-08-23 00:00:00+00:00,11.903343
1951-08-24 00:00:00+00:00,11.901331
1951-08-25 00:00:00+00:00,12.003479
